complaint_id,road_segment_id,complaint_date,complaint_time,latitude,longitude,location_description,complaint_text,language,damage_type,severity,traffic_impact,safety_risk,vehicle_accident_reported,pedestrian_risk,two_wheeler_risk,emergency_route,status,assigned_department,resolution_date,resolution_type,photo_path,submission_channel
CMP_005996,RD_00233,29-01-2026,01:26,13.142527,80.199458,Near Mogappair,Unsafe road condition reported by residents,English,Rutting,High,Medium,Medium,No,No,Yes,No,Resolved,GCC Roads,02-02-2026,Resurfacing,,legacy_record
CMP_005997,RD_00587,01-04-2026,04:24,12.930926,80.204432,Near Maduravoyal,Damaged section is affecting normal traffic,English,Missing_Road_Marking,High,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_005998,RD_00254,13-08-2026,23:39,13.137326,80.227152,Near Taramani,Road condition is worsening at this location,Tamil-English,Rutting,Medium,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_005999,RD_00577,12-02-2026,23:00,12.914083,80.237486,Near T Nagar,Road repaired recently but surface is failing again,English,Poor_Restoration,High,High,High,No,No,No,Yes,In Progress,GCC Roads,,,,legacy_record
CMP_006000,RD_00706,08-04-2026,16:39,13.109221,80.262766,Near Velachery,Damaged section is affecting normal traffic,Tamil,Road_Surface_Deterioration,Low,High,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006001,RD_00124,20-05-2026,21:46,12.978992,80.25805,Near Velachery,Damaged section is affecting normal traffic,Tamil-English,Road_Surface_Deterioration,Medium,Medium,Low,No,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006002,RD_00957,20-02-2026,06:58,13.083824,80.178481,Near Saidapet,Large road hole creating a safety risk for motorists,Tamil-English,Pothole,High,Medium,High,No,Yes,No,No,Open,GCC Roads,,,,legacy_record
CMP_006003,RD_00556,02-04-2026,15:05,13.071475,80.27314,Near Thoraipakkam,Road defect requires inspection and repair,Tamil-English,Subsidence,Medium,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006004,RD_00918,05-05-2026,12:40,13.072942,80.247928,Near Perungudi,Road condition is worsening at this location,Tamil,Faded_Road_Marking,Medium,Low,,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006005,RD_00531,09-06-2026,11:44,13.09933,80.260358,Near Besant Nagar,Road surface is damaged and needs attention,Tamil-English,Subsidence,Medium,High,Medium,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006006,RD_00075,20-05-2026,21:09,12.998126,80.229731,Near Porur,Drain is blocked and water is entering the road,Tamil-English,Drainage_Failure,Low,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006007,RD_00008,06-08-2026,02:24,13.083116,80.265573,Near Porur,Damaged section is affecting normal traffic,Tamil,Damaged_Footpath,High,High,Low,No,No,No,Yes,Open,GCC Roads,,,,legacy_record
CMP_006008,RD_00631,03-06-2026,05:39,12.915221,80.179706,Near Velachery,Damaged section is affecting normal traffic,Tamil,Damaged_Curb,High,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006009,RD_00559,04-05-2026,01:00,12.922333,80.262497,Near Saidapet,Large road hole creating a safety risk for motorists,English,Pothole,Medium,Low,Medium,No,Yes,No,No,Open,GCC Roads,,,,legacy_record
CMP_006010,RD_00475,13-07-2026,17:26,13.068104,80.244576,Near Adyar,Road surface is damaged and needs attention,English,Construction_Debris,Medium,Medium,Critical,No,No,No,No,Resolved,GCC Roads,15-07-2026,Resurfacing,,legacy_record
CMP_006011,RD_00119,26-08-2026,15:52,12.924444,80.290242,Near Anna Nagar,Damaged section is affecting normal traffic,Tamil-English,Edge_Cracking,Low,Severe,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006012,RD_00191,26-04-2026,09:57,12.973529,80.234059,Near Perungudi,Damaged section is affecting normal traffic,Tamil-English,Damaged_Curb,High,Medium,Critical,No,No,No,No,Resolved,GCC Roads,25-05-2026,Resurfacing,,legacy_record
CMP_006013,RD_00993,08-03-2026,13:26,13.024772,80.171463,Near Nungambakkam,Large road hole creating a safety risk for motorists,English,Pothole,Low,Low,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006014,RD_00584,20-07-2026,13:54,12.963385,80.286957,Near Maduravoyal,Road defect requires inspection and repair,Tamil-English,Depression,Low,Low,High,No,No,No,No,Resolved,GCC Roads,12-08-2026,Resurfacing,,legacy_record
CMP_006015,RD_00563,09-06-2026,22:42,12.978331,80.177488,Near Pallikaranai,Unsafe road condition reported by residents,Tamil-English,Obstruction,Critical,Low,,No,No,No,Yes,Open,GCC Roads,,,,legacy_record
CMP_006016,RD_00052,02-03-2026,06:24,13.038233,80.175569,Near Besant Nagar,Poor restoration after road cutting has created a depression,Tamil,Poor_Restoration,Low,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006017,RD_00915,21-03-2026,12:35,13.133021,80.18703,Near Mogappair,Road condition is worsening at this location,Tamil,Damaged_Footpath,High,High,Medium,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006018,RD_00529,06-01-2026,16:31,12.922105,80.23067,Near Ambattur,Unsafe road condition reported by residents,Tamil,Faded_Road_Marking,Medium,Low,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006019,RD_00315,13-03-2026,19:49,12.99274,80.158394,Near Adambakkam,Excavation work is affecting traffic,Tamil,Utility_Excavation,High,High,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006020,RD_00046,30-07-2026,03:32,13.009488,80.187858,Near Mogappair,Drain is blocked and water is entering the road,Tamil-English,Drainage_Failure,High,Medium,Medium,No,No,No,No,Resolved,GCC Roads,12-08-2026,Resurfacing,,legacy_record
CMP_006021,RD_00223,04-04-2026,16:41,13.133336,80.280087,Near Nungambakkam,Road has been dug up for utility work,Tamil,Utility_Excavation,Medium,High,High,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006022,RD_00894,10-06-2026,23:59,12.918749,80.16357,Near Nungambakkam,Water remains on the road after rainfall,Tamil-English,Waterlogging,Low,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006023,RD_00629,21-02-2026,12:19,12.917842,80.154458,Near Maduravoyal,Road cut has not been properly restored after utility work,Tamil-English,Unrestored_Road_Cut,Critical,High,Low,No,No,No,No,Resolved,GCC Roads,03-03-2026,Resurfacing,,legacy_record
CMP_006024,RD_00381,06-07-2026,17:22,13.087513,80.262727,Near Besant Nagar,Damaged section is affecting normal traffic,Tamil-English,Alligator_Cracking,Low,High,Medium,No,No,No,Yes,In Progress,GCC Roads,,,,legacy_record
CMP_006025,RD_00054,17-07-2026,05:59,13.089188,80.206233,Near Guindy,Road surface is damaged and needs attention,English,Construction_Debris,High,Medium,,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006026,RD_00598,03-06-2026,12:17,13.1211,80.211714,Near Mylapore,Road surface has developed multiple cracks,Tamil,Crack,Low,Medium,High,No,No,No,No,Resolved,GCC Roads,08-06-2026,Resurfacing,,legacy_record
CMP_006027,RD_00215,10-08-2026,09:25,13.146772,80.171087,Near Maduravoyal,Road condition is worsening at this location,English,Other,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,02-09-2026,Resurfacing,,legacy_record
CMP_006028,RD_00283,31-05-2026,11:46,13.054253,80.28922,Near Nungambakkam,Unsafe road condition reported by residents,English,Faded_Road_Marking,High,Medium,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006029,RD_00082,15-06-2026,06:25,13.053433,80.207724,Near Mogappair,Road condition is worsening at this location,Tamil-English,Other,High,High,High,No,No,Yes,No,In Progress,GCC Roads,,,,legacy_record
CMP_006030,RD_00413,22-06-2026,05:07,12.903984,80.27372,Near Adambakkam,Road section repeatedly floods during rain,Tamil-English,Waterlogging,Critical,Medium,,No,No,No,No,Resolved,GCC Roads,29-06-2026,Resurfacing,,legacy_record
CMP_006031,RD_00696,04-03-2026,01:42,12.964932,80.188338,Near Guindy,Road condition is worsening at this location,Tamil,Obstruction,High,Medium,High,No,No,No,Yes,In Progress,GCC Roads,,,,legacy_record
CMP_006032,RD_00726,20-06-2026,14:39,12.922765,80.164382,Near Anna Nagar,Road condition is worsening at this location,English,Broken_Streetlight,Medium,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006033,RD_00012,03-07-2026,00:15,12.946776,80.28349,Near Taramani,Damaged section is affecting normal traffic,Tamil,Subsidence,High,Medium,,No,No,Yes,No,Resolved,GCC Roads,05-07-2026,Resurfacing,,legacy_record
CMP_006034,RD_00027,07-02-2026,00:00,12.981336,80.276347,Near Besant Nagar,Road repaired recently but surface is failing again,Tamil,Poor_Restoration,Critical,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006035,RD_00344,24-07-2026,14:05,13.059047,80.261287,Near Taramani,Long cracks visible across the road surface,English,Crack,Low,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006036,RD_00268,02-09-2026,09:11,13.068428,80.167584,Near Ambattur,Road condition is worsening at this location,Tamil-English,Damaged_Signage,Medium,Low,Low,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_006037,RD_00451,21-07-2026,04:05,12.94472,80.270957,Near Guindy,Damaged section is affecting normal traffic,Tamil-English,Damaged_Footpath,Medium,Low,Medium,No,No,No,Yes,Resolved,GCC Roads,04-08-2026,Resurfacing,,legacy_record
CMP_006038,RD_00162,22-07-2026,11:46,12.903019,80.201081,Near Adyar,Road surface is damaged and needs attention,Tamil,Road_Work_Incomplete,Medium,,Medium,No,Yes,No,No,Resolved,GCC Roads,27-07-2026,Resurfacing,,legacy_record
CMP_006039,RD_00417,30-05-2026,15:17,12.983496,80.221819,Near Adyar,Road defect requires inspection and repair,Tamil,Damaged_Curb,Low,Medium,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006040,RD_00932,30-01-2026,21:11,13.015101,80.197479,Near Pallikaranai,Road condition is worsening at this location,Tamil,Other,Medium,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006041,RD_00985,22-01-2026,08:38,13.100441,80.286351,Near Besant Nagar,Road surface is damaged and needs attention,English,Depression,Medium,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006042,RD_00848,02-07-2026,05:14,13.09268,80.277803,Near Guindy,Road defect requires inspection and repair,Tamil,Construction_Debris,Medium,Low,Medium,No,Yes,No,No,Resolved,GCC Roads,26-07-2026,Resurfacing,,legacy_record
CMP_006043,RD_00976,15-01-2026,12:20,12.935517,80.154969,Near Maduravoyal,Road defect requires inspection and repair,Tamil,Other,Low,Low,Medium,Yes,No,No,No,Resolved,GCC Roads,06-02-2026,Resurfacing,,legacy_record
CMP_006044,RD_00934,10-08-2026,18:08,13.071898,80.25169,Near Adambakkam,Unsafe road condition reported by residents,English,Depression,High,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006045,RD_00244,20-07-2026,13:34,13.031702,80.227434,Near Adambakkam,Road condition is worsening at this location,English,Alligator_Cracking,Medium,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006046,RD_00477,12-01-2026,12:04,12.911064,80.295149,Near Nungambakkam,Road surface is damaged and needs attention,Tamil-English,Missing_Manhole_Cover,Medium,,High,No,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006047,RD_00892,19-07-2026,00:42,13.024031,80.197585,Near Guindy,Damaged section is affecting normal traffic,Tamil,Damaged_Median,High,High,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006048,RD_00504,06-06-2026,19:11,13.146302,80.267706,Near Porur,Recently restored road surface has deteriorated again,Tamil,Poor_Restoration,High,Medium,Medium,No,No,No,No,Resolved,GCC Roads,03-07-2026,Resurfacing,,legacy_record
CMP_006049,RD_00138,17-07-2026,05:29,13.028134,80.211959,Near Nungambakkam,Road surface has developed multiple cracks,Tamil,Crack,Medium,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006050,RD_00946,24-06-2026,20:41,13.075715,80.223245,Near Velachery,Road defect requires inspection and repair,Tamil,Missing_Road_Marking,High,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006051,RD_00383,14-01-2026,19:14,12.985444,80.213069,Near Thoraipakkam,Road surface is damaged and needs attention,Tamil,Road_Work_Incomplete,High,Severe,Medium,No,No,No,No,Resolved,GCC Roads,23-01-2026,Resurfacing,,legacy_record
CMP_006052,RD_00122,19-04-2026,04:29,12.939262,80.269178,Near T Nagar,Road condition is worsening at this location,Tamil-English,Subsidence,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,27-04-2026,Resurfacing,,legacy_record
CMP_006053,RD_00386,03-01-2026,19:02,12.918343,80.20557,Near Guindy,Excavation work is affecting traffic,Tamil,Utility_Excavation,High,High,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006054,RD_00980,08-05-2026,13:59,13.065853,80.214679,Near Adambakkam,Road condition is worsening at this location,English,Edge_Cracking,High,Medium,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_006055,RD_00925,19-07-2026,03:37,13.004198,80.249673,Near Maduravoyal,Road defect requires inspection and repair,Tamil-English,Road_Surface_Deterioration,Critical,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006056,RD_00380,07-04-2026,18:54,12.942028,80.184695,Near Taramani,Road defect requires inspection and repair,Tamil,Subsidence,High,Medium,Critical,Yes,No,No,Yes,Resolved,GCC Roads,14-04-2026,Resurfacing,,legacy_record
CMP_006057,RD_00946,20-07-2026,18:50,13.076996,80.223783,Near Velachery,Unsafe road condition reported by residents,English,Damaged_Footpath,Medium,Low,High,No,No,No,No,Resolved,GCC Roads,23-07-2026,Resurfacing,,legacy_record
CMP_006058,RD_00783,08-02-2026,20:36,13.030306,80.178473,Near Guindy,Unsafe road condition reported by residents,Tamil-English,Missing_Manhole_Cover,Critical,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006059,RD_00125,29-04-2026,11:26,12.951227,80.163459,Near Medavakkam,Unsafe road condition reported by residents,English,Missing_Road_Marking,Medium,High,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006060,RD_00237,31-01-2026,07:25,12.975229,80.257348,Near Saidapet,Road surface is damaged and needs attention,Tamil,Edge_Cracking,Medium,Low,Low,No,Yes,No,No,Resolved,GCC Roads,09-02-2026,Resurfacing,,legacy_record
CMP_006061,RD_00010,06-03-2026,11:34,13.023245,80.229038,Near Guindy,Damaged section is affecting normal traffic,Tamil-English,Damaged_Median,Medium,Medium,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_006062,RD_00544,28-08-2026,11:29,13.046255,80.272713,Near Perungudi,Damaged section is affecting normal traffic,Tamil,Alligator_Cracking,High,Low,High,No,No,No,No,Resolved,GCC Roads,17-09-2026,Resurfacing,,legacy_record
CMP_006063,RD_00477,25-02-2026,09:41,12.912287,80.294628,Near Nungambakkam,Utility trench restoration is damaged and unsafe,Tamil,Unrestored_Road_Cut,High,Low,Medium,Yes,No,No,No,Resolved,GCC Roads,25-03-2026,Resurfacing,,legacy_record
CMP_006064,RD_00092,05-02-2026,13:49,13.136761,80.264759,Near Saidapet,Unsafe road condition reported by residents,Tamil-English,Faded_Road_Marking,Medium,Medium,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_006065,RD_00167,03-07-2026,19:47,12.903794,80.260007,Near Mogappair,Road condition is worsening at this location,Tamil,Faded_Road_Marking,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006066,RD_00025,05-01-2026,11:29,13.138036,80.198288,Near Velachery,Damaged section is affecting normal traffic,English,Subsidence,Low,Low,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006067,RD_00136,19-05-2026,15:47,13.028466,80.238779,Near Maduravoyal,Deep pothole damaging two-wheelers,Tamil,Pothole,Medium,Low,Low,No,No,No,No,Resolved,GCC Roads,27-05-2026,Pothole filling,,legacy_record
CMP_006068,RD_00494,11-08-2026,10:39,13.090681,80.166238,Near Guindy,Excavated section remains uneven after utility work,English,Unrestored_Road_Cut,High,Medium,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006069,RD_00196,20-05-2026,11:07,13.027941,80.257881,Near Pallikaranai,Severe waterlogging affecting traffic movement,English,Waterlogging,High,Low,Medium,No,No,No,No,Resolved,GCC Roads,31-05-2026,Resurfacing,,legacy_record
CMP_006070,RD_00723,06-05-2026,02:04,13.029752,80.252211,Near Ambattur,Road surface is damaged and needs attention,English,Damaged_Manhole,High,High,Low,No,No,No,No,Resolved,GCC Roads,23-05-2026,Resurfacing,,legacy_record
CMP_006071,RD_00990,09-04-2026,03:13,12.918379,80.288083,Near T Nagar,Road condition is worsening at this location,Tamil-English,Uneven_Surface,Low,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006072,RD_00660,25-03-2026,09:03,13.056197,80.214637,Near Thoraipakkam,Road condition is worsening at this location,English,Road_Work_Incomplete,Medium,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006073,RD_00151,12-04-2026,17:46,12.95769,80.160348,Near Porur,Road cut has not been properly restored after utility work,English,Unrestored_Road_Cut,High,Severe,Low,No,No,No,No,Resolved,GCC Roads,23-04-2026,Resurfacing,,legacy_record
CMP_006074,RD_00734,20-07-2026,15:01,12.965939,80.187112,Near Taramani,Several potholes visible on the carriageway,Tamil-English,Pothole,Low,High,High,No,No,Yes,No,In Progress,GCC Roads,,,,legacy_record
CMP_006075,RD_00221,27-02-2026,11:31,13.111612,80.189709,Near Saidapet,Damaged section is affecting normal traffic,Tamil,Damaged_Median,Low,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006076,RD_00448,27-06-2026,15:36,13.136014,80.27501,Near Perungudi,Utility excavation is obstructing the road,English,Utility_Excavation,Medium,High,High,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_006077,RD_00122,10-04-2026,14:25,12.941287,80.268624,Near T Nagar,Road surface has developed multiple cracks,Tamil,Crack,Medium,Low,,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_006078,RD_00878,15-06-2026,13:24,13.099959,80.229876,Near Thoraipakkam,Damaged section is affecting normal traffic,Tamil-English,Faded_Road_Marking,Medium,High,Low,Yes,No,Yes,No,Resolved,GCC Roads,02-07-2026,Resurfacing,,legacy_record
CMP_006079,RD_00295,26-01-2026,07:57,13.015893,80.164539,Near Velachery,Damaged section is affecting normal traffic,Tamil-English,Broken_Streetlight,Medium,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006080,RD_00954,16-06-2026,13:20,12.945497,80.290729,Near Maduravoyal,Road defect requires inspection and repair,Tamil,Damaged_Footpath,Low,High,Medium,No,No,No,No,Resolved,GCC Roads,10-07-2026,Resurfacing,,legacy_record
CMP_006081,RD_00019,28-07-2026,14:23,13.104005,80.233295,Near Pallikaranai,Unsafe road condition reported by residents,English,Other,Low,,,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006082,RD_00192,05-03-2026,11:00,12.960019,80.258234,Near Ambattur,Large pothole near the road junction causing vehicles to slow down,Tamil,Pothole,Low,High,,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006083,RD_00776,11-06-2026,00:27,13.057841,80.259819,Near Mylapore,Damaged section is affecting normal traffic,Tamil,Damaged_Manhole,High,Severe,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006084,RD_00601,16-04-2026,01:28,12.934743,80.282364,Near Pallikaranai,Deep pothole damaging two-wheelers,Tamil,Pothole,High,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006085,RD_00499,18-07-2026,19:26,12.91845,80.172059,Near Taramani,Damaged section is affecting normal traffic,English,Subsidence,High,High,High,No,Yes,No,No,Open,GCC Roads,,,,legacy_record
CMP_006086,RD_00048,06-06-2026,13:08,13.122245,80.22977,Near T Nagar,Excavation work is affecting traffic,Tamil-English,Utility_Excavation,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,05-07-2026,Resurfacing,,legacy_record
CMP_006087,RD_00821,15-07-2026,10:42,12.954256,80.149622,Near Mogappair,Road condition is worsening at this location,Tamil,Alligator_Cracking,Medium,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006088,RD_00096,19-02-2026,02:25,12.942515,80.261802,Near Nungambakkam,Damaged section is affecting normal traffic,Tamil,Other,High,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006089,RD_00456,07-04-2026,11:18,13.004464,80.205367,Near Mylapore,Road defect requires inspection and repair,Tamil,Missing_Road_Marking,High,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006090,RD_00613,22-01-2026,12:31,13.06084,80.152224,Near Perungudi,Road surface has developed multiple cracks,Tamil,Crack,Low,Medium,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006091,RD_00585,24-04-2026,15:48,12.948049,80.228636,Near Maduravoyal,Road surface is damaged and needs attention,Tamil,Faded_Road_Marking,Low,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006092,RD_00349,24-03-2026,16:02,12.905878,80.204255,Near Porur,Excavated section remains uneven after utility work,English,Unrestored_Road_Cut,Medium,,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006093,RD_00060,24-08-2026,04:36,13.028556,80.296726,Near Velachery,Excavated section remains uneven after utility work,English,Unrestored_Road_Cut,High,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006094,RD_00555,26-06-2026,02:56,13.002364,80.149986,Near Porur,Unsafe road condition reported by residents,Tamil,Road_Surface_Deterioration,Low,Medium,Low,No,No,No,Yes,In Progress,GCC Roads,,,,legacy_record
CMP_006095,RD_00008,02-05-2026,10:39,13.082825,80.266068,Near Porur,Damaged section is affecting normal traffic,English,Damaged_Signage,Medium,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006096,RD_00599,19-05-2026,02:25,12.986343,80.17551,Near Saidapet,Unsafe road condition reported by residents,English,Faded_Road_Marking,Critical,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006097,RD_00185,29-04-2026,16:00,13.141644,80.194314,Near Anna Nagar,Road condition is worsening at this location,English,Road_Surface_Deterioration,High,Low,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006098,RD_00250,01-05-2026,15:41,12.965153,80.179717,Near Besant Nagar,Unsafe road condition reported by residents,English,Damaged_Curb,High,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006099,RD_00372,17-06-2026,07:04,13.090063,80.226236,Near Ambattur,Road surface is damaged and needs attention,Tamil,Subsidence,Medium,Severe,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_006100,RD_00177,23-06-2026,04:59,13.005294,80.169101,Near Adambakkam,Road surface is damaged and needs attention,Tamil,Depression,High,High,,No,No,No,No,Resolved,GCC Roads,22-07-2026,Resurfacing,,legacy_record
CMP_006101,RD_00315,13-02-2026,01:38,12.993786,80.158226,Near Adambakkam,Road condition is worsening at this location,English,Road_Surface_Deterioration,High,Low,High,No,No,No,No,Resolved,GCC Roads,24-02-2026,Resurfacing,,legacy_record
CMP_006102,RD_00401,02-04-2026,18:40,12.977303,80.230316,Near Anna Nagar,Unsafe road condition reported by residents,English,Broken_Streetlight,Medium,Low,High,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006103,RD_00872,12-05-2026,02:07,12.923209,80.209296,Near Medavakkam,Long cracks visible across the road surface,Tamil,Crack,Low,Severe,High,No,No,No,No,Resolved,GCC Roads,15-05-2026,Resurfacing,,legacy_record
CMP_006104,RD_00472,20-07-2026,05:57,13.060811,80.227509,Near Porur,Road defect requires inspection and repair,Tamil-English,Other,Medium,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_006105,RD_00121,05-03-2026,10:35,12.992776,80.2718,Near Perungudi,Road defect requires inspection and repair,Tamil,Road_Surface_Deterioration,High,High,,No,No,No,Yes,Resolved,GCC Roads,17-03-2026,Resurfacing,,legacy_record
CMP_006106,RD_00660,17-08-2026,05:15,13.05662,80.213413,Near Thoraipakkam,Damaged section is affecting normal traffic,Tamil,Faded_Road_Marking,High,Severe,Low,Yes,No,No,Yes,Open,GCC Roads,,,,legacy_record
CMP_006107,RD_00022,17-08-2026,23:57,12.904491,80.22319,Near Adambakkam,Road defect requires inspection and repair,English,Broken_Streetlight,Medium,Medium,,No,No,No,No,Resolved,GCC Roads,31-08-2026,Resurfacing,,legacy_record
CMP_006108,RD_00354,02-03-2026,12:58,12.944097,80.253859,Near Adambakkam,Road surface is damaged and needs attention,Tamil-English,Depression,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,14-03-2026,Resurfacing,,legacy_record
CMP_006109,RD_00886,22-06-2026,00:46,13.003315,80.155715,Near Velachery,Road defect requires inspection and repair,English,Construction_Debris,High,Medium,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_006110,RD_00219,25-06-2026,15:58,13.124881,80.248339,Near Saidapet,Damaged section is affecting normal traffic,Tamil,Damaged_Manhole,Low,High,Critical,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006111,RD_00659,09-02-2026,11:24,13.040243,80.232308,Near Saidapet,Road defect requires inspection and repair,English,Damaged_Median,Low,Low,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_006112,RD_00440,03-02-2026,13:51,13.052125,80.270767,Near Taramani,Road surface is damaged and needs attention,Tamil-English,Uneven_Surface,Medium,Medium,High,No,No,No,No,Resolved,GCC Roads,02-03-2026,Resurfacing,,legacy_record
CMP_006113,RD_00734,12-01-2026,19:51,12.965583,80.187144,Near Taramani,Road defect requires inspection and repair,Tamil-English,Rutting,Medium,Medium,Medium,Yes,No,No,No,Resolved,GCC Roads,31-01-2026,Resurfacing,,legacy_record
CMP_006114,RD_00200,24-04-2026,14:25,13.137552,80.179345,Near Pallikaranai,Damaged section is affecting normal traffic,Tamil,Other,Medium,,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006115,RD_00140,24-06-2026,11:44,12.959925,80.185874,Near Adambakkam,Excavated section remains uneven after utility work,Tamil,Unrestored_Road_Cut,High,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006116,RD_00325,16-04-2026,00:18,12.972983,80.196799,Near Velachery,Damaged section is affecting normal traffic,Tamil,Faded_Road_Marking,Low,Low,Low,No,No,No,No,Resolved,GCC Roads,18-04-2026,Resurfacing,,legacy_record
CMP_006117,RD_00962,17-04-2026,14:10,12.949315,80.226501,Near Porur,Road condition is worsening at this location,Tamil,Missing_Road_Marking,Low,Low,Medium,No,No,No,No,Resolved,GCC Roads,21-04-2026,Resurfacing,,legacy_record
CMP_006118,RD_00265,25-07-2026,21:24,12.999893,80.17353,Near Medavakkam,Road surface is damaged and needs attention,Tamil-English,Depression,Critical,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_006119,RD_00376,28-01-2026,14:26,12.991001,80.197318,Near Medavakkam,Unsafe road condition reported by residents,English,Construction_Debris,High,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
