event_id,road_segment_id,event_date,event_type,department,contractor,work_description,work_status,start_date,completion_date,reference_number,estimated_cost,road_cutting,restoration_required,restoration_completed,notes
EVT_000568,RD_00727,02-05-2026,Road_Repair,GCC Roads,Contractor_12,Pothole filling,Completed,02-05-2026,11-05-2026,GCC/ROAD/2026/6957,150103,No,No,N/A,Synthetic prototype intervention record
EVT_000569,RD_00818,13-01-2026,Road_Restoration,Telecom Utility,Contractor_23,Emergency road repair,Completed,13-01-2026,18-01-2026,GCC/ROAD/2026/3708,533417,No,No,N/A,Synthetic prototype intervention record
EVT_000570,RD_00883,21-01-2026,Road_Repair,GCC Roads,Contractor_24,Utility excavation and restoration,Completed,21-01-2026,31-01-2026,GCC/ROAD/2026/5526,454698,No,No,N/A,Synthetic prototype intervention record
EVT_000571,RD_00043,14-05-2026,Utility_Excavation,TANGEDCO,Contractor_21,Road resurfacing,Completed,14-05-2026,18-05-2026,GCC/ROAD/2026/2675,490857,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000572,RD_00406,05-03-2026,Drainage_Work,Chennai Metro Water,Contractor_07,Road resurfacing,Completed,05-03-2026,09-03-2026,GCC/ROAD/2026/7909,144252,No,No,N/A,Synthetic prototype intervention record
EVT_000573,RD_00002,22-06-2026,Road_Repair,GCC Roads,Contractor_23,Drainage maintenance,Completed,22-06-2026,06-07-2026,GCC/ROAD/2026/5970,463473,No,No,N/A,Synthetic prototype intervention record
EVT_000574,RD_00781,20-07-2026,Emergency_Repair,GCC Roads,Contractor_19,Emergency road repair,Completed,20-07-2026,24-07-2026,GCC/ROAD/2026/3437,438831,No,No,N/A,Synthetic prototype intervention record
EVT_000575,RD_00297,11-06-2026,Pothole_Repair,GCC Roads,Contractor_17,Drainage maintenance,Completed,11-06-2026,17-06-2026,GCC/ROAD/2026/6687,684062,No,No,N/A,Synthetic prototype intervention record
EVT_000576,RD_00065,23-05-2026,Resurfacing,GCC Roads,Contractor_17,Surface repair and maintenance,Completed,23-05-2026,26-05-2026,GCC/ROAD/2026/7400,198843,No,No,N/A,Synthetic prototype intervention record
EVT_000577,RD_00941,18-04-2026,Road_Restoration,TANGEDCO,Contractor_19,Emergency road repair,Completed,18-04-2026,29-04-2026,GCC/ROAD/2026/8851,584730,No,No,N/A,Synthetic prototype intervention record
EVT_000578,RD_00854,31-03-2026,Utility_Excavation,TANGEDCO,Contractor_20,Road resurfacing,Completed,31-03-2026,07-04-2026,GCC/ROAD/2026/2911,732544,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000579,RD_00235,14-04-2026,Construction,TANGEDCO,Contractor_16,Pothole filling,Completed,14-04-2026,15-04-2026,GCC/ROAD/2026/4111,185588,No,No,N/A,Synthetic prototype intervention record
EVT_000580,RD_00498,14-04-2026,Drainage_Work,Telecom Utility,Contractor_12,Surface repair and maintenance,Completed,14-04-2026,21-04-2026,GCC/ROAD/2026/4110,667658,No,No,N/A,Synthetic prototype intervention record
EVT_000581,RD_00455,12-03-2026,Resurfacing,GCC Roads,Contractor_05,Pothole filling,Completed,12-03-2026,15-03-2026,GCC/ROAD/2026/7424,183191,No,No,N/A,Synthetic prototype intervention record
EVT_000582,RD_00342,09-07-2026,Road_Repair,GCC Roads,Contractor_24,Surface repair and maintenance,Completed,09-07-2026,14-07-2026,GCC/ROAD/2026/7686,427654,No,No,N/A,Synthetic prototype intervention record
EVT_000583,RD_00902,27-08-2026,Resurfacing,GCC Roads,Contractor_14,Drainage maintenance,Completed,27-08-2026,03-09-2026,GCC/ROAD/2026/2254,669609,No,No,N/A,Synthetic prototype intervention record
EVT_000584,RD_00303,02-01-2026,Pothole_Repair,GCC Roads,Contractor_01,Pothole filling,Completed,02-01-2026,10-01-2026,GCC/ROAD/2026/2121,180488,No,No,N/A,Synthetic prototype intervention record
EVT_000585,RD_00649,17-07-2026,Utility_Work,Telecom Utility,Contractor_01,Drainage maintenance,Completed,17-07-2026,28-07-2026,GCC/ROAD/2026/7315,86795,Yes,Yes,No,Synthetic prototype intervention record
EVT_000586,RD_00255,09-08-2026,Road_Cutting,Other Utility Agency,Contractor_24,Road resurfacing,Completed,09-08-2026,18-08-2026,GCC/ROAD/2026/1406,634366,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000587,RD_00948,17-02-2026,Drainage_Work,Other Utility Agency,Contractor_21,Drainage maintenance,Completed,17-02-2026,20-02-2026,GCC/ROAD/2026/7835,156365,No,No,N/A,Synthetic prototype intervention record
EVT_000588,RD_00532,10-03-2026,Utility_Work,Chennai Metro Water,Contractor_01,Road resurfacing,Completed,10-03-2026,12-03-2026,GCC/ROAD/2026/4482,263008,Yes,Yes,No,Synthetic prototype intervention record
EVT_000589,RD_00301,29-06-2026,Utility_Excavation,TANGEDCO,Contractor_13,Road resurfacing,Completed,29-06-2026,12-07-2026,GCC/ROAD/2026/5047,43423,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000590,RD_00523,29-05-2026,Utility_Excavation,Other Utility Agency,Contractor_30,Road resurfacing,Completed,29-05-2026,12-06-2026,GCC/ROAD/2026/9798,28649,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000591,RD_00151,13-03-2026,Emergency_Repair,GCC Roads,Contractor_02,Emergency road repair,Completed,13-03-2026,25-03-2026,GCC/ROAD/2026/8513,653664,No,No,N/A,Synthetic prototype intervention record
EVT_000592,RD_00512,16-08-2026,Road_Repair,GCC Roads,Contractor_12,Surface repair and maintenance,Completed,16-08-2026,24-08-2026,GCC/ROAD/2026/7585,508954,No,No,N/A,Synthetic prototype intervention record
EVT_000593,RD_00203,11-02-2026,Road_Repair,GCC Roads,Contractor_26,Road resurfacing,Completed,11-02-2026,15-02-2026,GCC/ROAD/2026/5345,535327,No,No,N/A,Synthetic prototype intervention record
EVT_000594,RD_00478,27-08-2026,Road_Repair,GCC Roads,Contractor_01,Pothole filling,Completed,27-08-2026,05-09-2026,GCC/ROAD/2026/4361,264549,No,No,N/A,Synthetic prototype intervention record
EVT_000595,RD_00016,27-06-2026,Resurfacing,GCC Roads,Contractor_04,Pothole filling,Completed,27-06-2026,30-06-2026,GCC/ROAD/2026/4179,103593,No,No,N/A,Synthetic prototype intervention record
EVT_000596,RD_00937,17-02-2026,Road_Cutting,Telecom Utility,Contractor_16,Surface repair and maintenance,Completed,17-02-2026,02-03-2026,GCC/ROAD/2026/6199,360517,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000597,RD_00913,28-05-2026,Construction,Telecom Utility,Contractor_13,Emergency road repair,Completed,28-05-2026,10-06-2026,GCC/ROAD/2026/1180,602311,No,No,N/A,Synthetic prototype intervention record
EVT_000598,RD_00334,19-03-2026,Road_Repair,GCC Roads,Contractor_17,Pothole filling,Completed,19-03-2026,25-03-2026,GCC/ROAD/2026/6478,104989,No,No,N/A,Synthetic prototype intervention record
EVT_000599,RD_00782,20-07-2026,Road_Cutting,TANGEDCO,Contractor_25,Drainage maintenance,Completed,20-07-2026,22-07-2026,GCC/ROAD/2026/2070,640725,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000600,RD_00760,01-03-2026,Construction,Other Utility Agency,Contractor_09,Emergency road repair,Completed,01-03-2026,06-03-2026,GCC/ROAD/2026/5203,664937,No,No,N/A,Synthetic prototype intervention record
EVT_000601,RD_00152,21-07-2026,Road_Cutting,TANGEDCO,Contractor_05,Emergency road repair,Completed,21-07-2026,04-08-2026,GCC/ROAD/2026/9472,746663,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000602,RD_00654,05-05-2026,Road_Repair,GCC Roads,Contractor_13,Utility excavation and restoration,Completed,05-05-2026,14-05-2026,GCC/ROAD/2026/9331,28797,No,No,N/A,Synthetic prototype intervention record
EVT_000603,RD_00773,05-06-2026,Construction,Chennai Metro Water,Contractor_05,Pothole filling,Completed,05-06-2026,10-06-2026,GCC/ROAD/2026/1430,115928,No,No,N/A,Synthetic prototype intervention record
EVT_000604,RD_00103,19-01-2026,Resurfacing,GCC Roads,Contractor_01,Surface repair and maintenance,Completed,19-01-2026,01-02-2026,GCC/ROAD/2026/1574,206802,No,No,N/A,Synthetic prototype intervention record
EVT_000605,RD_00814,17-04-2026,Utility_Work,Chennai Metro Water,Contractor_05,Utility excavation and restoration,Completed,17-04-2026,22-04-2026,GCC/ROAD/2026/8842,230907,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000606,RD_00463,24-06-2026,Road_Repair,GCC Roads,Contractor_28,Utility excavation and restoration,Completed,24-06-2026,01-07-2026,GCC/ROAD/2026/1539,585482,No,No,N/A,Synthetic prototype intervention record
EVT_000607,RD_00903,04-08-2026,Pothole_Repair,GCC Roads,Contractor_26,Emergency road repair,Completed,04-08-2026,18-08-2026,GCC/ROAD/2026/8304,690427,No,No,N/A,Synthetic prototype intervention record
EVT_000608,RD_00168,30-01-2026,Utility_Work,Chennai Metro Water,Contractor_17,Emergency road repair,Completed,30-01-2026,12-02-2026,GCC/ROAD/2026/3712,453670,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000609,RD_00224,16-02-2026,Road_Restoration,TANGEDCO,Contractor_16,Drainage maintenance,Completed,16-02-2026,17-02-2026,GCC/ROAD/2026/9599,448844,No,No,N/A,Synthetic prototype intervention record
EVT_000610,RD_00926,08-02-2026,Drainage_Work,Chennai Metro Water,Contractor_13,Surface repair and maintenance,Completed,08-02-2026,16-02-2026,GCC/ROAD/2026/1950,629657,No,No,N/A,Synthetic prototype intervention record
EVT_000611,RD_00187,24-04-2026,Utility_Work,Telecom Utility,Contractor_13,Pothole filling,Completed,24-04-2026,25-04-2026,GCC/ROAD/2026/8308,523587,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000612,RD_00847,06-05-2026,Road_Repair,GCC Roads,Contractor_26,Pothole filling,Completed,06-05-2026,16-05-2026,GCC/ROAD/2026/2949,538697,No,No,N/A,Synthetic prototype intervention record
EVT_000613,RD_00262,05-02-2026,Road_Repair,GCC Roads,Contractor_22,Emergency road repair,Completed,05-02-2026,14-02-2026,GCC/ROAD/2026/9118,74587,No,No,N/A,Synthetic prototype intervention record
EVT_000614,RD_00145,13-02-2026,Drainage_Work,Chennai Metro Water,Contractor_29,Utility excavation and restoration,Completed,13-02-2026,25-02-2026,GCC/ROAD/2026/8680,69749,No,No,N/A,Synthetic prototype intervention record
EVT_000615,RD_00042,16-08-2026,Utility_Excavation,Chennai Metro Water,Contractor_04,Emergency road repair,Completed,16-08-2026,18-08-2026,GCC/ROAD/2026/4443,251432,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000616,RD_00137,24-02-2026,Road_Cutting,Chennai Metro Water,Contractor_04,Emergency road repair,Completed,24-02-2026,07-03-2026,GCC/ROAD/2026/6220,428120,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000617,RD_00741,08-02-2026,Utility_Excavation,Chennai Metro Water,Contractor_12,Pothole filling,Completed,08-02-2026,17-02-2026,GCC/ROAD/2026/8742,173067,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000618,RD_00825,24-06-2026,Emergency_Repair,GCC Roads,Contractor_04,Pothole filling,Completed,24-06-2026,04-07-2026,GCC/ROAD/2026/7047,301637,No,No,N/A,Synthetic prototype intervention record
EVT_000619,RD_00255,23-03-2026,Utility_Excavation,TANGEDCO,Contractor_23,Utility excavation and restoration,Completed,23-03-2026,24-03-2026,GCC/ROAD/2026/4680,214282,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000620,RD_00534,14-05-2026,Road_Repair,GCC Roads,Contractor_11,Drainage maintenance,Completed,14-05-2026,24-05-2026,GCC/ROAD/2026/6352,163951,No,No,N/A,Synthetic prototype intervention record
EVT_000621,RD_00675,20-06-2026,Pothole_Repair,GCC Roads,Contractor_01,Emergency road repair,Completed,20-06-2026,25-06-2026,GCC/ROAD/2026/8536,471705,No,No,N/A,Synthetic prototype intervention record
EVT_000622,RD_00595,26-07-2026,Pothole_Repair,GCC Roads,Contractor_10,Drainage maintenance,Completed,26-07-2026,27-07-2026,GCC/ROAD/2026/7689,404907,No,No,N/A,Synthetic prototype intervention record
EVT_000623,RD_00748,22-07-2026,Pothole_Repair,GCC Roads,Contractor_04,Drainage maintenance,Completed,22-07-2026,05-08-2026,GCC/ROAD/2026/4200,563024,No,No,N/A,Synthetic prototype intervention record
EVT_000624,RD_00594,01-03-2026,Resurfacing,GCC Roads,Contractor_01,Surface repair and maintenance,Completed,01-03-2026,05-03-2026,GCC/ROAD/2026/2804,148738,No,No,N/A,Synthetic prototype intervention record
EVT_000625,RD_00991,19-07-2026,Road_Repair,GCC Roads,Contractor_28,Road resurfacing,Completed,19-07-2026,30-07-2026,GCC/ROAD/2026/4850,131506,No,No,N/A,Synthetic prototype intervention record
EVT_000626,RD_00568,30-04-2026,Resurfacing,GCC Roads,Contractor_29,Road resurfacing,Completed,30-04-2026,03-05-2026,GCC/ROAD/2026/5837,170840,No,No,N/A,Synthetic prototype intervention record
EVT_000627,RD_00654,18-08-2026,Emergency_Repair,GCC Roads,Contractor_19,Road resurfacing,Completed,18-08-2026,29-08-2026,GCC/ROAD/2026/2875,371747,No,No,N/A,Synthetic prototype intervention record
EVT_000628,RD_00975,29-08-2026,Resurfacing,GCC Roads,Contractor_30,Road resurfacing,Completed,29-08-2026,11-09-2026,GCC/ROAD/2026/9091,207386,No,No,N/A,Synthetic prototype intervention record
EVT_000629,RD_00267,24-05-2026,Road_Cutting,Chennai Metro Water,Contractor_13,Pothole filling,Completed,24-05-2026,29-05-2026,GCC/ROAD/2026/1741,368509,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000630,RD_00997,03-03-2026,Utility_Excavation,Telecom Utility,Contractor_14,Emergency road repair,Completed,03-03-2026,08-03-2026,GCC/ROAD/2026/5477,522529,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000631,RD_00287,30-07-2026,Road_Restoration,Telecom Utility,Contractor_07,Pothole filling,Completed,30-07-2026,12-08-2026,GCC/ROAD/2026/3310,527042,No,No,N/A,Synthetic prototype intervention record
EVT_000632,RD_00326,18-07-2026,Utility_Excavation,Other Utility Agency,Contractor_13,Surface repair and maintenance,Completed,18-07-2026,20-07-2026,GCC/ROAD/2026/2154,549540,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000633,RD_00741,02-09-2026,Resurfacing,GCC Roads,Contractor_13,Emergency road repair,Completed,02-09-2026,13-09-2026,GCC/ROAD/2026/6917,439013,No,No,N/A,Synthetic prototype intervention record
EVT_000634,RD_00506,24-07-2026,Road_Restoration,Other Utility Agency,Contractor_10,Emergency road repair,Completed,24-07-2026,04-08-2026,GCC/ROAD/2026/8285,333282,No,No,N/A,Synthetic prototype intervention record
EVT_000635,RD_00452,25-07-2026,Road_Cutting,Chennai Metro Water,Contractor_08,Road resurfacing,Completed,25-07-2026,06-08-2026,GCC/ROAD/2026/2753,57753,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000636,RD_00321,25-03-2026,Road_Repair,GCC Roads,Contractor_12,Pothole filling,Completed,25-03-2026,01-04-2026,GCC/ROAD/2026/6490,152762,No,No,N/A,Synthetic prototype intervention record
EVT_000637,RD_00321,01-08-2026,Resurfacing,GCC Roads,Contractor_25,Surface repair and maintenance,Completed,01-08-2026,08-08-2026,GCC/ROAD/2026/6015,656941,No,No,N/A,Synthetic prototype intervention record
EVT_000638,RD_00435,21-05-2026,Road_Repair,GCC Roads,Contractor_24,Road resurfacing,Completed,21-05-2026,01-06-2026,GCC/ROAD/2026/7326,292892,No,No,N/A,Synthetic prototype intervention record
EVT_000639,RD_00418,03-03-2026,Utility_Excavation,TANGEDCO,Contractor_07,Road resurfacing,Completed,03-03-2026,16-03-2026,GCC/ROAD/2026/1579,578174,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000640,RD_00501,31-07-2026,Road_Repair,GCC Roads,Contractor_23,Road resurfacing,Completed,31-07-2026,02-08-2026,GCC/ROAD/2026/6940,254782,No,No,N/A,Synthetic prototype intervention record
EVT_000641,RD_00713,17-01-2026,Utility_Excavation,Telecom Utility,Contractor_21,Utility excavation and restoration,Completed,17-01-2026,28-01-2026,GCC/ROAD/2026/7179,85194,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000642,RD_00019,04-02-2026,Road_Cutting,Other Utility Agency,Contractor_11,Drainage maintenance,Completed,04-02-2026,10-02-2026,GCC/ROAD/2026/2565,437114,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000643,RD_00892,14-02-2026,Road_Restoration,Chennai Metro Water,Contractor_03,Utility excavation and restoration,Completed,14-02-2026,19-02-2026,GCC/ROAD/2026/1788,623076,No,No,N/A,Synthetic prototype intervention record
EVT_000644,RD_00205,09-07-2026,Resurfacing,GCC Roads,Contractor_21,Pothole filling,Completed,09-07-2026,10-07-2026,GCC/ROAD/2026/6472,280819,No,No,N/A,Synthetic prototype intervention record
EVT_000645,RD_00047,22-05-2026,Pothole_Repair,GCC Roads,Contractor_26,Road resurfacing,Completed,22-05-2026,28-05-2026,GCC/ROAD/2026/7661,501505,No,No,N/A,Synthetic prototype intervention record
EVT_000646,RD_00675,10-02-2026,Drainage_Work,TANGEDCO,Contractor_02,Road resurfacing,Completed,10-02-2026,12-02-2026,GCC/ROAD/2026/7798,389603,No,No,N/A,Synthetic prototype intervention record
EVT_000647,RD_00384,10-03-2026,Drainage_Work,Telecom Utility,Contractor_17,Pothole filling,Completed,10-03-2026,21-03-2026,GCC/ROAD/2026/3895,262253,No,No,N/A,Synthetic prototype intervention record
EVT_000648,RD_00745,07-06-2026,Resurfacing,GCC Roads,Contractor_18,Emergency road repair,Completed,07-06-2026,11-06-2026,GCC/ROAD/2026/1361,249251,No,No,N/A,Synthetic prototype intervention record
EVT_000649,RD_00733,08-07-2026,Resurfacing,GCC Roads,Contractor_06,Road resurfacing,Completed,08-07-2026,22-07-2026,GCC/ROAD/2026/9801,88572,No,No,N/A,Synthetic prototype intervention record
EVT_000650,RD_00705,30-01-2026,Pothole_Repair,GCC Roads,Contractor_05,Drainage maintenance,Completed,30-01-2026,10-02-2026,GCC/ROAD/2026/8489,550362,No,No,N/A,Synthetic prototype intervention record
EVT_000651,RD_00996,13-01-2026,Utility_Work,Telecom Utility,Contractor_10,Emergency road repair,Completed,13-01-2026,15-01-2026,GCC/ROAD/2026/9542,251543,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000652,RD_00099,02-01-2026,Drainage_Work,Telecom Utility,Contractor_10,Pothole filling,Completed,02-01-2026,06-01-2026,GCC/ROAD/2026/8545,490468,No,No,N/A,Synthetic prototype intervention record
EVT_000653,RD_00154,01-03-2026,Utility_Excavation,Chennai Metro Water,Contractor_23,Surface repair and maintenance,Completed,01-03-2026,04-03-2026,GCC/ROAD/2026/8175,697923,Yes,Yes,No,Synthetic prototype intervention record
EVT_000654,RD_00582,29-06-2026,Road_Cutting,Telecom Utility,Contractor_04,Drainage maintenance,Completed,29-06-2026,03-07-2026,GCC/ROAD/2026/2700,114723,Yes,Yes,No,Synthetic prototype intervention record
EVT_000655,RD_00675,16-01-2026,Road_Restoration,Other Utility Agency,Contractor_25,Road resurfacing,Completed,16-01-2026,24-01-2026,GCC/ROAD/2026/3816,368582,No,No,N/A,Synthetic prototype intervention record
EVT_000656,RD_00499,27-07-2026,Utility_Excavation,TANGEDCO,Contractor_18,Drainage maintenance,Completed,27-07-2026,01-08-2026,GCC/ROAD/2026/9006,427684,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000657,RD_00421,14-07-2026,Resurfacing,GCC Roads,Contractor_04,Drainage maintenance,Completed,14-07-2026,15-07-2026,GCC/ROAD/2026/4565,673276,No,No,N/A,Synthetic prototype intervention record
EVT_000658,RD_00565,21-03-2026,Road_Repair,GCC Roads,Contractor_29,Surface repair and maintenance,Completed,21-03-2026,31-03-2026,GCC/ROAD/2026/9556,649183,No,No,N/A,Synthetic prototype intervention record
EVT_000659,RD_00943,24-05-2026,Road_Cutting,Other Utility Agency,Contractor_08,Surface repair and maintenance,Completed,24-05-2026,29-05-2026,GCC/ROAD/2026/9645,425726,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000660,RD_00689,29-08-2026,Road_Restoration,Chennai Metro Water,Contractor_04,Drainage maintenance,Completed,29-08-2026,05-09-2026,GCC/ROAD/2026/6622,395170,No,No,N/A,Synthetic prototype intervention record
EVT_000661,RD_00181,11-02-2026,Construction,Telecom Utility,Contractor_14,Surface repair and maintenance,Completed,11-02-2026,16-02-2026,GCC/ROAD/2026/3684,96230,No,No,N/A,Synthetic prototype intervention record
EVT_000662,RD_00625,15-08-2026,Road_Cutting,Telecom Utility,Contractor_06,Emergency road repair,Completed,15-08-2026,18-08-2026,GCC/ROAD/2026/7979,286385,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000663,RD_00430,08-06-2026,Utility_Work,Telecom Utility,Contractor_15,Road resurfacing,Completed,08-06-2026,15-06-2026,GCC/ROAD/2026/2512,130346,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000664,RD_00995,03-08-2026,Utility_Excavation,Telecom Utility,Contractor_03,Road resurfacing,Completed,03-08-2026,09-08-2026,GCC/ROAD/2026/2625,599232,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000665,RD_00483,02-03-2026,Resurfacing,GCC Roads,Contractor_03,Utility excavation and restoration,Completed,02-03-2026,06-03-2026,GCC/ROAD/2026/9042,460354,No,No,N/A,Synthetic prototype intervention record
EVT_000666,RD_00384,26-05-2026,Road_Restoration,Chennai Metro Water,Contractor_13,Drainage maintenance,Completed,26-05-2026,03-06-2026,GCC/ROAD/2026/3301,329895,No,No,N/A,Synthetic prototype intervention record
EVT_000667,RD_00872,03-04-2026,Road_Restoration,TANGEDCO,Contractor_04,Surface repair and maintenance,Completed,03-04-2026,17-04-2026,GCC/ROAD/2026/6362,500949,No,No,N/A,Synthetic prototype intervention record
EVT_000668,RD_00589,04-03-2026,Resurfacing,GCC Roads,Contractor_20,Road resurfacing,Completed,04-03-2026,09-03-2026,GCC/ROAD/2026/1904,67623,No,No,N/A,Synthetic prototype intervention record
EVT_000669,RD_00980,08-02-2026,Resurfacing,GCC Roads,Contractor_25,Drainage maintenance,Completed,08-02-2026,22-02-2026,GCC/ROAD/2026/9490,91218,No,No,N/A,Synthetic prototype intervention record
EVT_000670,RD_00895,07-01-2026,Road_Repair,GCC Roads,Contractor_03,Drainage maintenance,Completed,07-01-2026,21-01-2026,GCC/ROAD/2026/1000,425138,No,No,N/A,Synthetic prototype intervention record
EVT_000671,RD_00101,18-08-2026,Resurfacing,GCC Roads,Contractor_07,Drainage maintenance,Completed,18-08-2026,19-08-2026,GCC/ROAD/2026/6178,581266,No,No,N/A,Synthetic prototype intervention record
EVT_000672,RD_00526,19-02-2026,Resurfacing,GCC Roads,Contractor_17,Emergency road repair,Completed,19-02-2026,23-02-2026,GCC/ROAD/2026/7364,631767,No,No,N/A,Synthetic prototype intervention record
EVT_000673,RD_00145,14-04-2026,Road_Repair,GCC Roads,Contractor_26,Utility excavation and restoration,Completed,14-04-2026,23-04-2026,GCC/ROAD/2026/9702,152044,No,No,N/A,Synthetic prototype intervention record
EVT_000674,RD_00797,16-03-2026,Utility_Work,Telecom Utility,Contractor_15,Emergency road repair,Completed,16-03-2026,24-03-2026,GCC/ROAD/2026/7214,451943,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000675,RD_00477,11-06-2026,Road_Repair,GCC Roads,Contractor_24,Pothole filling,Completed,11-06-2026,17-06-2026,GCC/ROAD/2026/3495,631128,No,No,N/A,Synthetic prototype intervention record
EVT_000676,RD_00719,05-06-2026,Road_Repair,GCC Roads,Contractor_09,Drainage maintenance,Completed,05-06-2026,15-06-2026,GCC/ROAD/2026/7683,502010,No,No,N/A,Synthetic prototype intervention record
EVT_000677,RD_00908,02-05-2026,Road_Restoration,TANGEDCO,Contractor_24,Road resurfacing,Completed,02-05-2026,06-05-2026,GCC/ROAD/2026/8819,171863,No,No,N/A,Synthetic prototype intervention record
EVT_000678,RD_00722,21-06-2026,Construction,Other Utility Agency,Contractor_23,Utility excavation and restoration,Completed,21-06-2026,22-06-2026,GCC/ROAD/2026/1913,512134,No,No,N/A,Synthetic prototype intervention record
EVT_000679,RD_00322,01-07-2026,Road_Restoration,TANGEDCO,Contractor_29,Drainage maintenance,Completed,01-07-2026,13-07-2026,GCC/ROAD/2026/3502,623375,No,No,N/A,Synthetic prototype intervention record
EVT_000680,RD_00200,26-04-2026,Drainage_Work,Telecom Utility,Contractor_19,Surface repair and maintenance,Completed,26-04-2026,29-04-2026,GCC/ROAD/2026/7648,720404,No,No,N/A,Synthetic prototype intervention record
EVT_000681,RD_00799,10-02-2026,Road_Repair,GCC Roads,Contractor_06,Surface repair and maintenance,Completed,10-02-2026,20-02-2026,GCC/ROAD/2026/6884,373275,No,No,N/A,Synthetic prototype intervention record
EVT_000682,RD_00012,03-05-2026,Road_Restoration,Telecom Utility,Contractor_13,Emergency road repair,Completed,03-05-2026,08-05-2026,GCC/ROAD/2026/5393,622549,No,No,N/A,Synthetic prototype intervention record
EVT_000683,RD_00085,25-06-2026,Road_Cutting,Chennai Metro Water,Contractor_22,Emergency road repair,Completed,25-06-2026,06-07-2026,GCC/ROAD/2026/7816,342482,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000684,RD_00371,18-03-2026,Pothole_Repair,GCC Roads,Contractor_17,Surface repair and maintenance,Completed,18-03-2026,29-03-2026,GCC/ROAD/2026/9538,172620,No,No,N/A,Synthetic prototype intervention record
EVT_000685,RD_00252,02-04-2026,Road_Repair,GCC Roads,Contractor_16,Drainage maintenance,Completed,02-04-2026,12-04-2026,GCC/ROAD/2026/5776,510490,No,No,N/A,Synthetic prototype intervention record
EVT_000686,RD_00339,01-02-2026,Pothole_Repair,GCC Roads,Contractor_25,Emergency road repair,Completed,01-02-2026,10-02-2026,GCC/ROAD/2026/6362,708906,No,No,N/A,Synthetic prototype intervention record
EVT_000687,RD_00174,04-05-2026,Road_Repair,GCC Roads,Contractor_09,Utility excavation and restoration,Completed,04-05-2026,11-05-2026,GCC/ROAD/2026/6568,444045,No,No,N/A,Synthetic prototype intervention record
EVT_000688,RD_00312,08-04-2026,Pothole_Repair,GCC Roads,Contractor_25,Utility excavation and restoration,Completed,08-04-2026,20-04-2026,GCC/ROAD/2026/2468,468646,No,No,N/A,Synthetic prototype intervention record
EVT_000689,RD_00336,02-07-2026,Resurfacing,GCC Roads,Contractor_24,Pothole filling,Completed,02-07-2026,16-07-2026,GCC/ROAD/2026/3372,661663,No,No,N/A,Synthetic prototype intervention record
EVT_000690,RD_00549,11-05-2026,Drainage_Work,TANGEDCO,Contractor_05,Surface repair and maintenance,Completed,11-05-2026,24-05-2026,GCC/ROAD/2026/5736,631277,No,No,N/A,Synthetic prototype intervention record
EVT_000691,RD_00184,13-01-2026,Road_Restoration,TANGEDCO,Contractor_23,Pothole filling,Completed,13-01-2026,20-01-2026,GCC/ROAD/2026/7033,36559,No,No,N/A,Synthetic prototype intervention record
EVT_000692,RD_00708,27-01-2026,Road_Repair,GCC Roads,Contractor_18,Utility excavation and restoration,Completed,27-01-2026,07-02-2026,GCC/ROAD/2026/1168,148296,No,No,N/A,Synthetic prototype intervention record
EVT_000693,RD_00675,30-07-2026,Utility_Excavation,Other Utility Agency,Contractor_22,Surface repair and maintenance,Completed,30-07-2026,06-08-2026,GCC/ROAD/2026/3198,34192,Yes,Yes,Yes,Synthetic prototype intervention record
EVT_000694,RD_00063,31-01-2026,Resurfacing,GCC Roads,Contractor_13,Emergency road repair,Completed,31-01-2026,01-02-2026,GCC/ROAD/2026/2196,204844,No,No,N/A,Synthetic prototype intervention record
